message,food,recharge,support,reminders,travel,nearby,movies,casual,other
hi. remind me to check for movie on sunday evening,F,F,F,F,F,F,T,F,F
"i would like to cancel my drink water reminder reminder for everyday at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 693126, user_id: 1979802, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
has you mentioned in the table gas charging charge for a inverter ac is 3000 but the technecian is asking 3500 cam you enquire about it,F,F,F,F,T,F,F,F,F
provide me with some construction companies in pune,F,F,F,F,F,T,F,F,F
6664930632 pls check the pnr,F,F,F,F,T,F,F,F,F
i am looking for home delivery,T,F,F,F,F,F,F,F,F
3:00 to 6:00 am wakeup alarm tomorrow at a frequency of 10 minutes,F,F,F,T,F,F,F,F,F
can you tell me about broadband service providers in my area,F,F,F,F,F,T,F,F,F
i need cab now,F,F,F,F,T,F,F,F,F
i want to cancel my alarm,F,F,F,T,F,F,F,F,F
link has been expired ..it is getting late on otp so if u could give extra 10min then i can so will u please,F,T,F,F,T,F,F,F,F
get p. u. c done of honda city on  3rd september 2017,F,F,F,F,F,T,F,F,F
monica how much for kerala trip on train.,F,F,F,F,T,F,F,F,F
do not know the train number,F,F,F,F,T,F,F,F,F
hey can you search me a place,F,F,F,F,F,T,F,F,F
could u wake me up after 20mints ?,F,F,F,T,F,F,F,F,F
street shopping in mumbai,F,F,F,F,F,T,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 683340, user_id: 1977378, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
"hi, can i have jio plans",F,T,F,F,F,F,F,F,F
pooja infosystem 45 pub kothari nagar amrawati road,T,F,F,F,F,F,F,F,F
what is the atm nearby,F,F,F,F,F,T,F,F,F
ok... in oman airway's,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 683778, user_id: 1977495, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
can you delete the wake up call,F,F,F,T,F,F,F,F,F
i want a wake up call,F,F,F,T,F,F,F,F,F
mira road,F,F,F,F,F,T,F,F,F
"		i would like to cancel my wake up call for fri, 03 march at 05:30 am { reminder_list: 688903, user_id: 1074962, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
in paharganj,T,F,F,F,F,T,T,F,F
web chkin... 2 pnrs... need seats together,F,F,F,F,T,F,F,F,F
"		i would like to cancel my wake up call for sat, 04 march at 04:25 am { reminder_list: 701121, user_id: 1981229, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
is it for train,F,F,F,F,T,F,F,F,F
could do show me how many reminders are there for me,F,F,F,T,F,F,F,F,F
bro remind for boost with milk after 2hrs,F,F,F,T,F,F,F,F,F
passengers number 2 was not conform how many times take to seat are conform,F,F,F,F,T,F,F,F,F
i need chicken biryani with in  200 rupies,T,F,F,F,F,F,F,F,F
"i would like to cancel my call punkaj sir reminder for sat, 04 march at 05:55 am { reminder_list: 700690, user_id: 1932524, task_name: call_someone, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
tell me best shop near dadar,F,F,F,F,F,T,F,F,F
14524,F,T,F,F,T,F,F,F,F
"hey, i want to order something for home delivery.{task}",T,F,F,F,F,F,F,F,F
no flights under 5k?,F,F,F,F,T,F,F,F,F
suraj cinema najafgarh which movie today,F,F,F,F,F,F,T,F,F
please remind me to sign acquitance register at 9.20 am tomorrow,F,F,F,T,F,F,F,F,F
commondo 2,F,F,F,F,F,F,T,F,F
drink me a one glass water,F,F,F,T,F,F,F,F,F
are there any offers for postpaid payment-vodafone,F,T,F,F,F,F,F,F,F
i asked for bamboo briyani ?,T,F,F,F,F,F,F,F,F
pls find train running status,F,F,F,F,T,F,F,F,F
"		i would like to cancel my wake up call for everyday at 06:00 am { reminder_list: 550492, user_id: 1590585, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
i need a plumber!!,F,F,T,F,F,F,F,F,F
i want only chicken noodle,T,F,F,F,F,F,F,F,F
bhubaneswar  to new delhi,F,F,F,F,T,F,F,F,F
logan in nandyal,F,F,F,F,F,F,T,F,F
i dont have any discount coupons,T,T,F,F,F,F,F,F,F
only showing reminder not require call,F,F,F,T,F,F,F,F,F
"		i would like to cancel my medicine reminder for everyday at 09:01 am { reminder_list: 644494, user_id: 1966280, task_name: medicine, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
i also want to cancel reminder of 2pm,F,F,F,T,F,F,F,F,F
rajasthan? ?,F,F,F,F,T,T,F,F,F
pls remind me very hour,F,T,F,F,F,F,F,F,F
jagga jassos,F,F,F,F,F,F,T,F,F
near by atm with cash,F,T,F,T,F,F,F,F,F
ap shuklaganj location p jao,F,F,F,F,F,T,F,F,F
can you book for me?,F,F,F,F,T,F,F,F,F
i want to link my ola,F,F,F,F,T,F,F,F,F
sorry puneet need to cancel the tickets i booked sometime back,F,F,F,F,T,F,F,F,F
thanks for the reservation,T,F,F,F,T,F,F,F,F
i did a booking through haptik,T,F,T,F,T,F,T,F,F
no i don't want to cancelled,F,F,F,T,F,F,F,F,F
delhi  kolkata,F,F,F,F,T,F,F,F,F
in sonepat,F,F,F,F,F,T,F,F,F
someone left me at cab booking,F,F,F,F,T,F,F,F,F
both of this atm dont hav cash,F,F,F,F,F,T,F,F,F
i want to cancel my remainder,F,F,F,T,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 686311, user_id: 1978257, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
do u have holiday package as well?,F,F,F,F,T,F,F,F,F
for last ride,F,F,F,F,T,F,F,F,F
mumbai to varanasi any station,F,F,F,F,T,F,F,F,F
no cash back on second ride?,F,F,F,F,T,F,F,F,F
send coupons,T,F,F,F,F,F,F,F,F
"		i would like to cancel my reminder to 'book a train ticket' for mon, 06 march at 12:10 am { reminder_list: 714930, user_id: 1290699, task_name: other, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
ye train kaha ja rhi hai,F,F,F,F,T,F,F,F,F
this code is applicable to airtel postpaid if i do that?,F,T,F,F,F,F,F,F,F
any atm nearby with amount loaded??,F,F,F,F,F,T,F,F,F
i want to go kalikiri chittore distict,F,F,F,F,T,F,F,F,F
"		i would like to cancel my to-do: take bath for everyday at 08:55 pm { reminder_list: 356750, user_id: 1869426, task_name: to_do, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
but it was mentioned that i would get 200/- off by booking on haptik,F,F,T,F,F,F,F,F,F
please cancel my service of electrician,F,F,T,F,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 710460, user_id: 1983385, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
i dont see cashback on my account ?,F,T,F,F,T,F,F,F,F
q cinema tdi kundli,F,F,F,F,F,F,T,F,F
is there any cash back on recharge,F,T,F,F,F,F,F,F,F
pls remind me to use phone pay in tablet by using other sbi account today at 10 10 pm,F,F,F,T,F,F,F,F,F
neer by tasmac,F,F,F,F,F,T,F,F,F
6/19/2017,F,F,F,T,T,F,F,F,F
8 glasses a day,F,F,F,T,F,F,F,F,F
i am looking near my place check my area details,T,F,F,F,F,F,F,F,F
dtpc ?,F,F,T,F,F,F,F,F,F
evening at 6pm,F,F,F,T,T,F,T,F,F
plz send me link so that i can give u access to my ola account for cab booking,F,F,F,F,T,F,F,F,F
i want restaurant with hukka,T,F,F,F,F,F,F,F,F
u cannot book?,F,F,F,F,F,F,T,F,F
12203 when reaches new delhi,F,F,F,F,T,F,F,F,F
sure na... wife's i'd not mandatory,F,F,F,F,T,F,F,F,F
5th march 12am pratu birthday,F,F,F,T,F,F,F,F,F
4 hours,F,F,F,F,T,F,F,F,F
hey bro any offer today,F,T,F,F,T,F,T,F,F
still waiting for the cashback,F,F,F,F,T,F,F,F,F
uninor ke full talk time wale offers batao,F,T,F,F,F,F,F,F,F
ticket pdf when come,F,F,F,F,T,F,F,F,F
nearest courier service,F,F,F,F,F,T,F,F,F
home delivery  ?,T,F,F,F,F,F,F,F,F
its bsnl landline bill,F,T,F,F,F,F,F,F,F
bakerys,F,F,F,F,F,T,F,F,F
cancel wake up call for today,F,F,F,T,F,F,F,F,F
please check availability 	date 11th march	from bau	to hbj,F,F,F,F,T,F,F,F,F
did u selected the same coach for the same ?,F,F,F,F,T,F,F,F,F
any offer for electricity bill payement??,F,T,F,F,F,F,F,F,F
ticket  ka kya hua,F,F,F,F,T,F,F,F,F
"i need it for monday,tuesday,wednesday,friday & saturday.",F,F,F,T,F,F,F,F,F
is it lowest fare?,F,F,F,F,T,F,F,F,F
plzz stop water reminder,F,F,F,T,F,F,F,F,F
i want to check today's reminder,F,F,F,T,F,F,F,F,F
lonch in gulbarga,F,F,F,F,F,T,F,F,F
9th march,F,F,F,F,T,F,F,F,F
"		i would like to view more reminders. { user_id: 1903983, offset: 5, api_name: exotel }",F,F,F,T,F,F,F,F,F
i want 7 days travel period,F,F,F,F,T,F,F,F,F
am i eligible for the cashback,F,T,F,F,T,F,F,F,F
"		i would like to cancel my call dr rakesh kumar ortho dr s.k aggrwal md / dr v.k jain sur/ dr sunita sharda/ dr p.c umiyal pd/ dr manju bansal ent/ sunil sethi ent/ reminder for mon, 06 march at 08:30 am { reminder_list: 690935, user_id: 1930715, task_name: call_someone, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
salons near my present location,F,F,F,F,F,T,F,F,F
its today 9 am,F,F,F,T,T,F,T,F,F
5:20am today,F,F,F,T,T,F,F,F,F
"		i would like to cancel my reminder to 'hello' for thu, 30 march at 07:04 pm { reminder_list: 692399, user_id: 1689770, task_name: other, offset: 5, api_name: exotel }",F,F,F,T,F,F,F,F,F
i want to known how much charges for 2nd tier ac,F,F,F,F,T,F,F,F,F
what is the status of my last recharge?,F,T,F,F,F,F,F,F,F
am looking for malls near me,F,F,F,F,F,T,F,F,F
iam not getting any confirmation msg from  operator.,F,T,F,F,F,F,F,F,F
could you let me know details,F,T,T,F,T,T,T,F,F
send me some more locations,F,F,F,F,F,T,F,F,F
lalbagha,F,F,F,F,F,T,F,F,F
show me rating,F,F,F,F,T,F,T,F,F
boogan,F,F,F,F,F,F,T,F,F
"i would like to cancel my to-do: meeting in collage for thu, 09 march at 10:30 pm { reminder_list: 631526, user_id: 1661618, task_name: to_do, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
i have already shared,F,F,F,F,T,F,F,F,F
meet sandy at 12 45 pm,F,F,F,T,F,F,F,F,F
kindly confirm 2 ac fair,F,F,F,F,T,F,F,F,F
as per flight timing,F,F,F,F,T,F,F,F,F
6:30 tody from jalandhar city railway station need xuv cab,F,F,F,F,T,F,F,F,F
i'm not able to select the restaurant name in the drop down,T,F,F,F,F,F,F,F,F
can search any hotel which is within 1000,F,F,F,F,T,F,F,F,F
the reminder is at 8pm... not 8an,F,F,F,T,F,F,F,F,F
bandra to phalna,F,F,F,F,T,F,F,F,F
change the reminder date to 11th,F,F,F,T,F,F,F,F,F
below 400rs,T,T,F,F,F,F,F,F,F
what about receipt,F,F,F,F,T,F,F,F,F
delete ever alarm,F,F,F,T,F,F,F,F,F
train booking,F,F,F,F,T,F,F,F,F
give me a wake up call at 6.30 am tomorrow plz,F,F,F,T,F,F,F,F,F
still now the delivery person not yet started,T,F,F,F,F,F,F,F,F
kitna amount aayega,F,F,F,F,T,F,T,F,F
cancel all the reminders,F,F,F,T,F,F,F,F,F
urban foundry,F,F,F,F,F,T,F,F,F
i have ordered two plates of biriyani...will they be served in seperate packs or same pack.,T,F,F,F,F,F,F,F,F
starving,T,F,F,F,F,F,F,F,F
yes other person used my phone for booking. ok understood.,F,F,F,F,T,F,F,F,F
farther when i book train ticket then can i pay by wallet as well as dr. card,F,F,F,F,T,F,F,F,F
"i would like to cancel my wake up call for thu, 02 march at 06:00 am { reminder_list: 677428, user_id: 1801793, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
pune to delhi,F,F,F,F,T,F,F,F,F
dashpreet task complete 	thanks,F,F,F,T,F,F,F,F,F
how to cancel wake up alarm,F,F,F,T,F,F,F,F,F
only on saturdays,F,F,F,T,F,F,F,F,F
red velvet caje,T,F,F,F,F,F,F,F,F
distance from ahmedabad railway station to jodhpur,F,F,F,F,T,T,F,F,F
kanpur to banda passer tomaro morning,F,F,F,F,T,F,F,F,F
rajkot to ahmedabad,F,F,F,F,T,F,F,F,F
"i would like to cancel my wake up call for fri, 03 march at 02:00 am { reminder_list: 483555, user_id: 1913335, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
i need ticket from agra rkm to nzm,F,F,F,F,T,F,F,F,F
what is distance from rajendra nagar to kajrekar optisian kothrud,F,F,F,F,T,T,F,F,F
bike service on thursday,F,F,F,T,F,F,F,F,F
"thus, when u give me a ride estimate from ola, it has to include everything",F,F,F,F,T,F,F,F,F
cyber towers hi-tech city,F,F,F,F,F,T,F,F,F
need to go from borivali railway station to terminal 1b in mumbai,F,F,F,F,T,F,F,F,F
airline pnr,F,F,F,F,T,F,F,F,F
breakfast in vijayawada at railway station 6.30 am,T,F,F,F,F,F,F,F,F
bank of baroda please,F,F,F,F,F,T,F,F,F
remind me to ask college and exam fees in home,F,F,F,T,F,F,F,F,F
free delivery,T,F,F,F,F,F,F,F,F
"hey i want to many in this haptic  for further recharge and other work,how to add money?",F,T,F,F,F,F,F,F,F
yeah i want to recharge my phone,F,T,F,F,F,F,F,F,F
taj mahal hotel,F,F,F,F,T,F,F,F,F
"hi, i want to see restaurants around me.{task}",T,F,F,F,F,F,F,F,F
seat booking. pnr j7yn8f,F,F,F,F,T,F,F,F,F
no other coupon?,F,T,F,F,F,F,T,F,F
theatres?,F,F,F,F,F,F,T,F,F
no need only bus,F,F,F,F,T,F,F,F,F
and lic office branch  near kekan gas,F,F,F,F,F,T,F,F,F
birthday prateek today 11 am,F,F,F,T,F,F,F,F,F
i need flight within hour,F,F,F,F,T,F,F,F,F
need a hotel in pondicherry,F,F,F,F,T,F,F,F,F
sorry i mean saturday,T,F,F,T,T,F,F,F,F
howrah avani mall,F,F,F,F,T,F,F,F,F
"		i would like to cancel my reminder for this week (mon - fri) at 05:45 am { reminder_list: 587575, user_id: 1947266, task_name: other, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
adajan cafes ?,T,F,F,F,F,F,F,F,F
near by atm,F,F,F,F,F,T,F,F,F
cam you buk me a candle dinner dor tmrw evng in trivandrum,T,F,F,F,F,F,F,F,F
how to change payment mode,F,F,F,F,T,F,F,F,F
can u check the availabilty of train ticket bet mlmr to kmu on 7th of march17 after 1400 hrs,F,F,F,F,T,F,F,F,F
don't call,F,F,F,T,F,F,F,F,F
please  close reminder,F,F,F,T,F,F,F,F,F
please wake me up,F,F,F,T,F,F,F,F,F
can you look for air tickets with lowest fare,F,F,F,F,T,F,F,F,F
"hey, that's fine i need to book it for the 17th of february.",T,F,T,F,T,F,T,F,F
which is the cheapest flight for the month of april ?,F,F,F,F,T,F,F,F,F
no one visited,F,F,T,F,F,F,F,F,F
"mammal, anna nagar",F,F,F,F,F,T,F,F,F
1st is to remind me to submit my conveyance form to accounts dept at 3 pm tomorrow,F,F,F,T,F,F,F,F,F
any offers for train tickets,F,F,F,F,T,F,F,F,F
gailpur,F,F,F,F,T,F,F,F,F
"i want to cancel my flight, wannaa know thw refund amount for laxmi devi",F,F,F,F,T,F,F,F,F
indigo or go??,F,F,F,F,T,F,F,F,F
mere no cash back hai kiya.,F,F,F,F,T,F,F,F,F
coimbatore to raipur tonight,F,F,F,F,T,F,F,F,F
sir kya alag alag dete ka alag time hota h kya,F,F,F,F,T,F,F,F,F
not food,T,F,F,F,F,F,F,F,F
is there any offer in pizza hut,T,F,F,F,F,F,F,F,F
i want it for evening.......,F,F,F,T,T,T,T,F,F
remind me on 10th march at 10:15 am for vehicle log entry,F,F,F,T,F,F,F,F,F
i need a hotel near symbiosis college,F,F,F,F,T,T,F,F,F
pic up,F,F,F,F,T,F,F,F,F
i need a train ticket in chennai to madurai,F,F,F,F,T,F,F,F,F
can u post check one status,F,F,F,F,T,F,F,F,F
"		i would like to cancel my reminder for fri, 03 march at 12:00 pm { reminder_list: 686857, user_id: 1978256, task_name: other, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
"add a new to-do	task: logan	date: march 2, 2017	time: 5 00 pm",F,F,F,T,F,F,F,F,F
schedule it for every week,F,F,F,T,F,F,F,F,F
"i m looking for a trip to auli, uttrakhand",F,F,F,F,T,F,F,F,F
i asked about nearest,F,F,F,F,F,T,F,F,F
stop the remainder,F,F,F,T,F,F,F,F,F
is their any direct flight from nagpur to tirupati,F,F,F,F,T,F,F,F,F
i want to know a route,F,F,F,F,T,F,F,F,F
will book later,F,F,F,F,T,F,F,F,F
vipul...no alarms r sent for reminders... do i hv to see messages each time?,F,F,F,T,F,F,F,F,F
can u book 2 tickets,F,F,F,F,T,F,F,F,F
please date change,F,F,F,T,T,F,F,F,F
ya i was trying to pay my electricity bill,F,T,F,F,F,F,F,F,F
flight from delhi to israel,F,F,F,F,T,F,F,F,F
no reminder s,F,F,F,T,F,F,F,F,F
samsung service centers{task},F,F,T,F,F,F,F,F,F
is there an sdl factory outlet near me ?,F,F,F,F,F,T,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 713172, user_id: 1983897, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
sbi bank,F,F,F,F,F,T,F,F,F
window seat pls,F,F,F,F,T,F,F,F,F
let me know all my reminders,F,F,F,T,F,F,F,F,F
pnr no. 8412617130,F,F,F,F,T,F,F,F,F
how many liters of water we should drink a day,F,F,F,T,F,F,F,F,F
gurgaon,F,F,F,F,T,T,F,F,F
bhopl bike rent serivce number,F,F,F,F,F,T,F,F,F
"		i would like to cancel my reminder to 'aryan' for wed, 15 march at 03:00 pm { reminder_list: 694487, user_id: 1945991, task_name: other, offset: 0, api_name: exotel }",F,F,F,F,F,F,T,F,F
atm of icici near by me,F,F,F,F,F,T,F,F,F
set another reminder {type: birthday},F,F,F,T,F,F,F,F,F
looking for a florist,F,F,F,F,F,T,F,F,F
kannada new films,F,F,F,F,F,F,T,F,F
pls book seat,F,F,F,F,T,F,F,F,F
i don't know my aunty booked this tickets...please tell me the procedure how can i,F,F,F,F,T,F,F,F,F
"		i would like to cancel my medicine reminder for everyday at 07:35 pm { reminder_list: 697751, user_id: 1980625, task_name: medicine, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
lpg gas ki jankari bta skte hai,F,F,F,F,F,T,F,F,F
mumbai to bangkok,F,F,F,F,T,F,F,F,F
vijayawada to madira,F,F,F,F,T,F,F,F,F
i just want to order a normal garlic bread,T,F,F,F,F,F,F,F,F
navratri chawk sector 3d gandhinagar,T,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 10:00 pm. { reminder_list: 507869, user_id: 1921660, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
i want tat 150rs tickets,F,F,F,F,F,F,T,F,F
pnr 4642174575,F,F,F,F,T,F,F,F,F
i need a sbi atm,F,F,F,F,F,T,F,F,F
i jst want to check the price .... tomorrow in sundernagar himachal pradesh,F,F,F,F,T,F,F,F,F
adhar card office near to me,F,F,F,F,F,T,F,F,F
hi do you have any offer for mobile recharges,F,T,F,F,F,F,F,F,F
hebbuli show timings,F,F,F,F,F,F,T,F,F
can you please tell me the restaurants which provides home delivery,T,F,F,F,F,F,F,F,F
8 am everyday,F,F,F,T,F,F,F,F,F
wajt yo repair my acquaguard,F,F,T,F,F,F,F,F,F
remind me 5 days before that my haptik balance is gng to expire,F,F,F,T,F,F,F,F,F
here train no is showing 19116?,F,F,F,F,T,F,F,F,F
movie name: kittu unnadu jagratha	date: today	venue: luxe cinemas  chennai	time: 03 20 pm,F,F,F,F,F,F,T,F,F
in bhopal,T,F,F,F,T,F,T,F,F
good afternoon	i want to reschedule the mumbai to bangalore flight,F,F,F,F,T,F,F,F,F
tell me about the ticket cancellation fees,F,F,F,F,T,F,F,F,F
book me a cab,F,F,F,F,T,F,F,F,F
is there any offer on paying electricity bill,F,T,F,F,F,F,F,F,F
near to my house,T,F,F,F,T,T,F,F,F
is the train 250 offer still valid for me,F,F,F,F,T,F,F,F,F
hey find out what all music stores are in velachery,F,F,F,F,F,T,F,F,F
could you please tell me any other movie,F,F,F,F,F,F,T,F,F
review for kuttram23 ??,F,F,F,F,F,F,T,F,F
can whiskey be delivered to my home tomorrow morning?,T,F,F,F,F,F,F,F,F
dominoz pizza,T,F,F,F,F,F,F,F,F
in cp,T,F,T,F,T,T,T,F,F
"one at 8:30 am , another at 1:30pm and the other at 8:30pm",F,F,F,T,F,F,F,F,F
need a cab emergency,F,F,F,F,T,F,F,F,F
make a trip of 7 days for chandigarh around 300 km,F,F,F,F,T,F,F,F,F
any offer for prepaid recharge?,F,T,F,F,F,F,F,F,F
may i know any changes in time schedule of trivandrum express??,F,F,F,F,T,F,F,F,F
i need bar and restaurant,F,F,F,F,F,T,F,F,F
chrck for flights from new delhi to mumbai on 14th august,F,F,F,F,T,F,F,F,F
hey can i get an appointment at green trends parlour for 5 15 pm today,F,F,F,F,F,T,F,F,F
can i get flight timings for bangalore to delhi,F,F,F,F,T,F,F,F,F
17413,F,F,F,F,T,F,F,F,F
can yiunhelp me retrieve my ticlet i had booked using haptik,F,F,F,F,T,F,F,F,F
today movie timing,F,F,F,F,F,F,T,F,F
mou to baliya,F,F,F,F,T,F,F,F,F
i need to buy medicines,F,F,F,F,F,T,F,F,F
recharge offer,F,T,F,F,F,F,F,F,F
can i get 75 cashback now?,F,F,F,F,T,F,F,F,F
please forward contact details,F,F,T,F,T,F,F,F,F
add a new personal to-do,F,F,F,T,F,F,F,F,F
train offer still available??,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 341184, user_id: 1867002, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
katamrayudu,F,F,F,F,F,F,T,F,F
ya i received,F,T,F,F,F,F,F,F,F
how to check my jio data balance?,F,T,F,F,F,F,F,F,F
saloon,F,F,F,F,F,T,F,F,F
i want to know the charges of gyms near gurgaon sector 15 part2,F,F,F,F,F,T,F,F,F
and also rates,T,F,T,F,F,F,T,F,F
can you let me know the seat availability for vijayawada secunderabad express for today,F,F,F,F,T,F,F,F,F
get flat rs.250 cashback on recharge or bill payment of rs.500 or more. use coupon code hptk250,F,T,F,F,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 4 hours from 10:00 am to 8:00 pm. { reminder_list: 722573, user_id: 1979118, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
bangalore to raipur,F,F,F,F,T,F,F,F,F
what is the minimum booking to get cashback,F,F,F,F,T,F,F,F,F
today's alarm at 8 am,F,F,F,T,F,F,F,F,F
car spa,F,F,T,F,F,F,F,F,F
cashback?,F,T,F,F,T,F,T,F,F
need car spa in rohini,F,F,F,F,F,T,F,F,F
departure station: nagpur,F,F,F,F,T,F,F,F,F
i want to order from fasoos,T,F,F,F,F,F,F,F,F
my budget is 5000,F,F,F,F,T,F,F,F,F
why. have youstoppe calling,F,F,F,T,F,F,F,F,F
patna to barh rail way station,F,F,F,F,T,F,F,F,F
kaduthuruthy,F,F,F,F,T,T,F,F,F
i need review about the logan movie,F,F,F,F,F,F,T,F,F
cancel the booking,F,F,F,F,T,F,T,F,F
khairtabad,F,F,F,F,F,T,F,F,F
i want to travel to goa from kolkata,F,F,F,F,T,F,F,F,F
nearest place for sonography,F,F,F,F,F,T,F,F,F
can you schedule it for every 5 mins,F,F,F,T,F,F,F,F,F
any cashback on recharge?,F,T,F,F,F,F,F,F,F
task: call manik,F,F,F,T,F,F,F,F,F
remind vatsal ji to talk to shri shri tomorrow at 12 noon{task},F,F,F,T,F,F,F,F,F
in hyderabad,F,F,F,F,T,T,F,F,F
on 10 th of march from patna to delhi,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 695275, user_id: 1980323, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
gorakhpur. to ahmedabad,F,F,F,F,T,F,F,F,F
every one hour.,F,F,F,T,F,F,F,F,F
i booked cab from ola,F,F,F,F,T,F,F,F,F
i want to know d status of filght 	no 9w 328 jet from ahmedabad,F,F,F,F,T,F,F,F,F
can u booked flight,F,F,F,F,T,F,F,F,F
i need every day,F,F,F,T,F,F,F,F,F
colleges,F,F,F,F,F,T,F,F,F
every time no offer for me so i not used till date haptik,F,T,F,F,T,F,T,F,F
"		i would like to cancel my wake up call for sat, 04 march at 07:30 am { reminder_list: 701205, user_id: 1981166, task_name: wakeup, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
tofay,F,F,F,T,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 718588, user_id: 1984743, task_name: drink_water, offset: 0, api_name: exotel }",F,F,F,T,F,F,F,F,F
rchg pe koi offer?,F,T,F,F,F,F,F,F,F
want to know about its menu card,T,F,F,F,F,F,F,F,F
i want tempered formy phone,F,F,F,F,F,T,F,F,F
ca no is correct,F,F,F,F,T,F,F,F,F
jammu,F,F,F,F,F,T,F,F,F
2127972231,F,F,F,F,T,F,F,F,F
pediatrician in kanpur,F,F,F,F,F,T,F,F,F
sorry...i have reached	no need,F,F,F,F,T,F,F,F,F
i am headed towards aiims road find me any pnv atm on my way,F,F,F,F,F,T,F,F,F
book uber go with 75 cashback,F,F,F,F,T,F,F,F,F
kaabil today,F,F,F,F,F,F,T,F,F
hey remind me to call uncle,F,F,F,T,F,F,F,F,F
alarm,F,F,F,T,F,F,F,F,F
please find my axis bank atm,F,F,F,F,F,T,F,F,F
do you book buses?!,F,F,F,F,T,F,F,F,F
any offers on data on airtel,F,T,F,F,F,F,F,F,F
any offers for bill payments,F,T,F,F,F,F,F,F,F
hey update me abt the pnr status,F,F,F,F,T,F,F,F,F
libaray in bad complex banashankari 2nd stage,F,F,F,F,F,T,F,F,F
pnr-kbzwpd spice jet flight pls check the same refund still not recd date-18-02-2017 saturday spice jet ahmedabad to mimbai morning time-5.25,F,F,F,F,T,F,F,F,F
tentative fare,F,F,F,F,T,F,F,F,F
any offer for logan,F,F,F,F,F,F,T,F,F
logan hollywood 2017,F,F,F,F,F,F,T,F,F
busstop near me,F,F,F,F,F,T,F,F,F
can u book dubai attraction tickets and tours ?,F,F,F,F,T,F,F,F,F
i'm looking gym near by,F,F,F,F,F,T,F,F,F
18406 ka waiting kitna he aaj ka,F,F,F,F,T,F,F,F,F
vat of dhd and jhalod,F,F,F,F,T,F,F,F,F
flight tickets from pune to gwalior,F,F,F,F,T,F,F,F,F
cineplex,F,F,F,F,F,F,T,F,F
for dibrugarh,F,F,F,F,T,F,F,F,F
dharmavaram,F,F,F,F,F,F,T,F,F
"arrival city: delhi	departure date: march 8, 2017	return date: march 10, 2017	number of adults: 1",F,F,F,F,T,F,F,F,F
yes madam but u gave me wrong contact number n driver name,F,F,T,F,T,F,F,F,F
