message,food,support,reminders,movies,nearby,travel,recharge,ipl,casual,other
why is the recharge still on progress,F,F,F,F,F,F,T,F,F,F
20 th march delhi to srinagar,F,F,F,F,F,T,F,F,F,F
"		i would like to cancel my wake up call for everyday at 04:00 pm { reminder_list: 660156, user_id: 1961395, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
i'm in tamil nadu,F,F,F,F,T,F,F,F,F,F
u realy help me alot,F,F,F,F,F,F,F,F,T,F
mh-43 which city,F,F,F,F,F,F,F,F,T,F
search in kavali,T,F,F,F,F,F,F,F,F,F
hyderabad to newdelhi,F,F,F,F,F,T,F,F,F,F
help me plz,F,F,F,F,F,F,F,F,T,F
ipl schedules,F,F,F,F,F,F,F,T,F,F
i need uber costomer care number,F,F,F,F,T,T,F,F,F,F
scoreboard of rcb of _date_ s match,F,F,F,F,F,F,F,T,F,F
i want to book bus tickets,F,F,F,F,F,T,F,F,F,F
railway station,F,F,F,F,T,F,F,F,F,F
can i get the updates,F,F,F,F,F,F,F,T,F,F
is any hotel open?,F,F,F,F,F,T,F,F,F,F
hey i need to order from mcdonald's,T,F,F,F,F,F,F,F,F,F
Can you find the ticket for tonight same,F,F,F,T,F,F,F,F,F,F
now who is bear the purple cap n nlist of purple cap ipl _numeral_,F,F,F,F,F,F,F,T,F,F
"bhandup railway station , mumbai",F,F,F,F,F,T,F,F,F,F
inform me chris gayle is playing the next match or not,F,F,F,F,F,F,F,T,F,F
Reminder to watch a ashok on colors tv,F,F,T,F,F,F,F,F,F,F
jit gaya,F,F,F,F,F,F,F,T,F,F
Is any swimming pool near sangrue,F,F,F,F,T,F,F,F,F,F
send me link again,T,T,F,T,T,T,T,F,F,F
i want to knoe union budget,F,F,F,F,F,F,F,F,F,T
not today. will come some another day,F,F,F,F,F,F,F,F,T,F
"ohh teri ,😂😂",F,F,F,F,F,F,F,F,F,F
who are playing at _time_ _date_,F,F,F,F,F,F,F,T,F,F
hello wasim,F,F,F,F,F,F,F,F,T,F
i had submited mah form for haptik,F,F,F,F,F,F,F,F,T,F
spicejet 2nd may - 6:10,F,F,F,F,F,T,F,F,F,F
is there any flight tomorrow from gaya to new delhi,F,F,F,F,F,T,F,F,F,F
delhi wins,F,F,F,F,F,F,F,T,F,F
Go,F,F,F,F,F,T,F,F,F,F
remind me to call prima at 1135am today,F,F,T,F,F,F,F,F,F,F
can you give me results of previous meeting between rcb vs srh,F,F,F,F,F,F,F,T,F,F
decorater,F,T,F,F,F,F,F,F,F,F
not without any cash back offers.,F,F,F,F,F,F,T,F,F,F
where can i get bamboo briyani ?,T,F,F,F,F,F,F,F,F,F
now its recharged to my no ah,F,F,F,F,F,F,T,F,F,F
_date_ s matcj,F,F,F,F,F,F,F,T,F,F
thank you for care...,F,F,F,F,F,F,F,F,T,F
trichy woraiyur,F,F,F,F,F,T,F,F,F,F
Sorry I canceled the trip,F,F,F,F,F,T,F,F,F,F
I'm looking for good deals on handsfree with flat wire and Bluetooth small speaker,F,F,F,F,F,F,F,F,F,T
are there any cashback..?,T,T,F,T,F,T,T,F,F,F
do you think srh will win this season,F,F,F,F,F,F,F,T,F,F
ludhiana,T,F,F,F,T,T,F,F,F,F
live,F,F,F,F,F,T,F,F,F,F
Find hotel in nagpur,F,F,F,F,F,T,F,F,F,F
u too!,F,F,F,F,F,F,F,F,T,F
KFC near by me,T,F,F,F,F,F,F,F,F,F
How ti travel mumbai central to matheran?,F,F,F,F,F,T,F,F,F,F
what r u thinking where i watching this movie,F,F,F,T,F,F,F,F,F,F
hi pankaj,F,F,F,F,F,F,F,F,T,F
the match scheduled on _date_,F,F,F,F,F,F,F,T,F,F
alone,F,F,F,F,F,F,F,F,F,T
glad to know,F,F,F,F,F,F,F,F,T,F
"i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 366283, user_id: 1831091, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
Can I get a taxi from prem nagar(dehradun) to tulas institute?,F,F,F,F,F,T,F,F,F,F
"		i would like to cancel my wake up call for fri, 03 march at 01:35 pm { reminder_list: 691568, user_id: 1962062, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
See some 4star hotel at mahablwat,F,F,F,F,F,T,F,F,F,F
hi ipl ki point table bhajna,F,F,F,F,F,F,F,T,F,F
not these two madam i want indian overseas bank atm,F,F,F,F,T,F,F,F,F,F
"5th is sunday,",F,F,F,F,F,T,F,F,F,F
Is hotel swayam good hotel at hubli,F,F,F,F,F,T,F,F,F,F
"wanna know about hotel the westin ,pushkar charges",F,F,F,F,F,T,F,F,F,F
i am using oppo f1 plus model and i want to take screen shot of pic so help me out,F,F,F,F,F,F,F,F,F,T
"thanks, will do",F,F,F,F,F,F,F,F,T,F
navratri chawk sector 3d gandhinagar,T,F,F,F,F,T,F,F,F,F
and rayol challengera,F,F,F,F,F,F,F,T,F,F
i need flight travel info from mumbai to grenoble. it can be connecting flight but only jet airways.,F,F,F,F,F,T,F,F,F,F
BEST buses from Navrang andheri west to RN Cooper?,F,F,F,F,F,T,F,F,F,F
tomorrow i want to wakeup on 8am,F,F,T,F,F,F,F,F,F,F
magadimetro road,F,F,F,F,T,T,F,F,F,F
am i still applicable to get cashback on my 4th cab ride?,F,F,F,F,F,T,F,F,F,F
can you stop sending me reminders,F,F,T,F,F,F,F,F,F,F
hey,F,F,F,F,F,F,F,F,T,F
i had clearly picked the top up option for ₹32,F,F,F,F,F,F,T,F,F,F
ki,F,F,F,F,F,F,F,F,T,F
Need details about flights from New Delhi to Bhubaneswar,F,F,F,F,F,T,F,F,F,F
do it,F,F,F,F,F,F,F,F,T,F
i want offer on traims,F,F,F,F,F,T,F,F,F,F
whats your name,F,F,F,F,F,F,F,F,T,F
on 1st april,F,T,T,F,F,T,F,F,F,F
Telugu movies plees,F,F,F,T,F,F,F,F,F,F
next match for india,F,F,F,F,F,F,F,T,F,F
aaj koi show ni h kya,F,F,F,F,F,F,F,F,F,F
let me browse around.. i will get back,F,F,F,F,F,F,F,F,T,F
Can I sell gionee f103 pro,F,F,F,F,F,F,F,F,F,T
What price of iphone 7,F,F,F,F,F,F,F,F,F,T
can you elaborate it for me how the net run rate is calculated,F,F,F,F,F,F,F,T,F,F
call 996314722 and wake him up at 7.00 am,F,F,T,F,F,F,F,F,F,F
again you did a mistake in my reminder,F,F,T,F,F,F,F,F,F,F
not now i will do it later,F,F,F,F,F,F,F,F,T,F
i have to go from chinchwad to airoli,F,F,F,F,F,T,F,F,F,F
hello harsad,F,F,F,F,F,F,F,F,T,F
did we win,F,F,F,F,F,F,F,T,F,F
commando kab ari he,F,F,F,T,F,F,F,F,F,F
Wake me up after 30 mins,F,F,T,F,F,F,F,F,F,F
yes please give the live updates,F,F,F,F,F,F,F,T,F,F
11/7/2017,F,F,T,F,F,F,F,F,F,F
tickets required for rcb vs gl match on may _date_,F,F,F,F,F,F,F,T,F,F
when does _date_ match will start,F,F,F,F,F,F,F,T,F,F
😂,F,F,F,F,F,F,F,F,T,F
i want to pay cesc electricity bill,F,F,F,F,F,F,T,F,F,F
plez help me my airtel dth recharge or not,F,F,F,F,F,F,T,F,F,F
please tell the current score,F,F,F,F,F,F,F,T,F,F
sorry i have no idea to travel,F,F,F,F,F,T,F,F,F,F
trains between sec to vijawada,F,F,F,F,F,T,F,F,F,F
i want to go to chennai by today nyt,F,F,F,F,F,T,F,F,F,F
wat would be ola micro cab estimate from my location to biyappanahalli metro?,F,F,F,F,F,T,F,F,F,F
i need top _numeral_ playes,F,F,F,F,F,F,F,T,F,F
okz,F,F,F,F,F,F,F,F,T,F
ideal colony,T,F,F,F,F,T,F,F,F,F
i want subway menu,T,F,F,F,F,F,F,F,F,F
can you book ticket for me,F,F,F,F,F,F,F,T,F,F
how to send id,F,F,F,F,F,T,F,F,F,F
Send me std rate cutter for BSNL,F,F,F,F,F,F,T,F,F,F
can you provide me the cash availability,F,F,F,F,T,F,F,F,F,T
logan 12 30 pm satyam chennai,F,F,F,T,F,F,F,F,F,F
i m designer wedding photography,F,T,F,F,F,F,F,F,F,F
plss,F,F,F,F,F,F,F,F,T,F
how should i pay online,F,F,F,F,F,F,F,F,T,F
set reminder for monday for going to rbl bank,F,F,T,F,F,F,F,F,F,F
so u can close that request,F,F,F,F,F,F,F,F,T,F
i want some hot girl imagw,F,F,F,F,F,F,F,F,F,T
can u help,F,F,F,F,F,F,F,F,T,F
nd hotel chandrapur,F,F,F,F,F,T,F,F,F,F
restaurants in churchgate,T,F,F,F,F,F,F,F,F,F
pls cancel the reminder,F,F,T,F,F,F,F,F,F,F
now score is gujarat lions _numeral_ _numeral_,F,F,F,F,F,F,F,T,F,F
remained,F,F,T,F,F,F,F,F,F,F
i need update of this match,F,F,F,F,F,F,F,T,F,F
latest scores,F,F,F,F,F,F,F,T,F,F
i will plan after april,F,F,F,F,F,T,F,F,F,F
any offer for recharge?,F,F,F,F,F,F,T,F,F,F
wasim,F,F,F,F,F,F,F,F,F,F
what are the best items in vegetar,T,F,F,F,F,F,F,F,F,F
sam t u,F,F,F,F,F,F,F,F,T,F
cashback?,T,T,F,T,F,T,T,F,F,F
thank you bro,F,F,F,F,F,F,F,F,T,F
how will you remind me ?,F,F,T,F,F,F,F,F,F,F
ok not an issue,F,F,F,F,F,F,F,F,T,F
p yes,F,F,F,F,F,F,F,F,T,F
mazgaon mumbai,T,F,F,T,T,T,F,F,F,F
will you give reminders during night time also,F,F,T,F,F,F,F,F,F,F
2808508245,F,F,F,F,F,T,F,F,F,F
no need to travel,F,F,F,F,F,T,F,F,F,F
i forget my password that's y i can't to recharge sakshi...,F,F,F,F,F,F,T,F,F,F
have an airtel no. 08897325233 not able to make out going calls,F,F,F,F,F,F,T,F,F,F
gm meenakshi,F,F,F,F,F,F,F,F,T,F
Ymca function at 1130 am tomorrow 28092016,F,F,T,F,F,F,F,F,F,F
"please proceed with below flights -		onward flight - rs.5345	indigo (6e-733)	lucknow to new delhi	departure: 09:05 am (10 mar)	arrival: 10:20 am (10 mar)		indigo (6e-575)	new delhi to hyderabad	departure: 01:10 pm (10 mar)	arrival: 03:20 pm (10 mar)	 {product_id:deb9123682b598f328db98046ec37e584cc84942d611b5c12307faa27e84de72e550496707463ea77b52c2801400deb3d77689f9d68ee11b0251b43df9ce45ff, api_name:goibibo_api, type:onward_flight, others:onward flight - rs.5345 indigo (6e-733) lucknow to new delhi departure 0905 am (10 mar) arrival 1020 am (10 mar)  indigo (6e-575) new delhi to hyderabad departure 0110 pm (10 mar) arrival 0320 pm (10 mar) }",F,F,F,F,F,T,F,F,F,F
i need to buy some magazines....,F,F,F,F,F,F,F,F,F,T
negative i want bus or taxi,F,F,F,F,F,T,F,F,F,F
i suppose to tnxx upcomeing match schedule please divya,F,F,F,F,F,F,F,T,F,F
whts the scorem,F,F,F,F,F,F,F,T,F,F
do i have any offer for the movie logan?,F,F,F,T,F,F,F,F,F,F
Mam I need the display of mi 4 w,F,F,F,F,F,F,F,F,F,T
who do you think will win now,F,F,F,F,F,F,F,T,F,F
aap kaha se ho,F,F,F,F,F,F,F,F,F,T
whats the score this tyme,F,F,F,F,F,F,F,T,F,F
I want dry manchuriyan one fresh dish,T,F,F,F,F,F,F,F,F,F
okay can you send me the score after every half hour,F,F,F,F,F,F,F,T,F,F
Can u tell me in which theatre this movie is going?,F,F,F,T,F,F,F,F,F,F
what about discount,F,F,F,T,F,T,T,F,F,F
hi wn is the ipl n chennai,F,F,F,F,F,F,F,T,F,F
Avni mall,F,F,F,T,F,F,F,F,F,F
how to i get 50 rupees cash back ?,F,F,F,F,F,T,F,F,F,F
can i pay tata power electricity bill in bombay?,F,F,F,F,F,F,T,F,F,F
Yes. Confirm the order,T,F,F,F,F,F,F,F,F,F
can u plz recharge my no,F,F,F,F,F,F,T,F,F,F
1 hrs,F,F,T,F,F,F,F,F,F,F
seems to be a gr8 app,F,F,F,F,F,F,F,F,T,F
as much close to entrance as possible,F,F,F,T,F,T,F,F,F,F
_date_ s winner,F,F,F,F,F,F,F,T,F,F
Nice deals on football studs,F,F,F,F,F,F,F,F,F,T
does it get cancelled if tickets not confirmed,F,F,F,F,F,T,F,F,F,F
tata  indica 17310 is final right,F,F,F,F,F,T,F,F,F,F
yusuf pathan sixes,F,F,F,F,F,F,F,T,F,F
thanks but i already book uber now,F,F,F,F,F,T,F,F,F,F
Can you tell me where the nearest pharmacy store is?,F,F,F,F,T,F,F,F,F,F
I want sneakers,F,F,F,F,F,F,F,F,F,T
remind me to take injection on 6/03/17 at 6.00pm,F,F,T,F,F,F,F,F,F,F
how to turn off the reminder?,F,F,T,F,F,F,F,F,F,F
Show me jabong deals,F,F,F,F,F,F,F,F,F,T
hey mayur can you please tell me the cupons for recharge or bill payments,F,F,F,F,F,F,T,F,F,F
daman distance from silvassa,F,F,F,F,T,F,F,F,F,F
2000,F,F,F,F,F,T,F,F,F,F
yeah he has arrived already thanks for the help 😊,T,T,F,F,F,F,F,F,F,F
that is computer system or you are real a girl or boy here???,F,F,F,F,F,F,F,F,T,F
sbi atm not work another atm direction,F,T,F,F,F,F,F,F,F,F
i tell u later,F,F,F,F,F,F,F,F,T,F
"departure city: dr/dadar	destination city: advi/adavali	date of travel: april 23, 2017	class: sl - sleeper	number of adults: 2",F,F,F,F,F,T,F,F,F,F
katihar to bijaybara,F,F,F,F,F,T,F,F,F,F
show me,F,F,T,F,F,F,F,F,F,F
im in keral,F,F,F,F,T,F,F,F,F,F
very nice,F,F,F,F,F,F,F,F,T,F
i want know,F,F,F,F,F,F,F,F,T,F
which restaurant is open for delivery,T,F,F,F,F,F,F,F,F,F
gorakhpur to ahmedabad,F,F,F,F,F,T,F,F,F,F
please i want to and from ticket booking. return ticket booking 11th saturday from chennai evening,F,F,F,F,F,T,F,F,F,F
cancel remind drink water...,F,F,T,F,F,F,F,F,F,F
Which is the best restaurant in mumbai sion,T,F,F,F,F,F,F,F,F,F
give me some time,F,F,F,F,F,F,F,F,T,F
remind me to pay society dues on or before 30 march.,F,F,T,F,F,F,F,F,F,F
m traveling from sydney to mumbai by singapore airline,F,F,F,F,F,T,F,F,F,F
wait lemme book first,F,F,F,F,F,T,F,F,F,F
wah ji wah near me,F,F,F,F,T,F,F,F,F,F
how arrange my schedule,F,F,T,F,F,F,F,F,F,F
Is cod available on the product?,F,F,F,F,F,F,F,F,F,T
for new users,F,F,F,F,F,F,F,F,T,F
Ok ....book 4 tickets for me,F,F,F,T,F,F,F,F,F,F
11th march check in 	12th march check out,F,F,F,F,F,T,F,F,F,F
virat kohli and ab de villers,F,F,F,F,F,F,F,T,F,F
cabs in prime sedan n prime suv??,F,F,F,F,F,T,F,F,F,F
need help,F,F,F,F,T,F,F,F,F,F
send me more,F,F,F,F,F,F,F,F,T,F
Plz I need info of flights departed from nagpur on Friday 3 sept between 12 pm to 5 pm,F,F,F,F,F,T,F,F,F,F
I want one 2Ampere charging adapter for my lava pixel v1 model,F,F,F,F,F,F,F,F,F,T
please send me your mobile number?,F,F,F,F,F,F,F,F,F,T
hey what does the points table look like of ipl _numeral_,F,F,F,F,F,F,F,T,F,F
can i get cash back,T,T,F,T,F,T,T,F,F,F
send me remaining match schedule,F,F,F,F,F,F,F,T,F,F
not avaliable,F,F,F,F,F,F,F,F,T,F
every after 1 hour and evey day in morning 9 am to 10 pm,F,F,T,F,F,F,F,F,F,F
"hi, i want to book ubergo {product_id:fd11743e-18ed-4402-bf7b-2cc1182a114b, api_name:uber, product_name:ubergo, seat_count:none}",F,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for sat, 04 march at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 701616-701617-701618-701619-701620-701621-701622-701623-701624-701625-701626, user_id: 1457828, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
"Hello sakshi, can you pl  find the best 2G/3G recharge on docomo or airtel with ~1GB data pack. Thanks",F,F,F,F,F,F,T,F,F,F
hey i asked for poin table,F,F,F,F,F,F,F,T,F,F
Give me the train stops between murkonselek to kamakhya,F,F,F,F,F,T,F,F,F,F
please remind me at 12 pm today for calling minal for train ticket confirmation,F,F,T,F,F,F,F,F,F,F
Checkout 13th,F,F,F,F,F,T,F,F,F,F
i'm 6.2 feet tall how can i sleep in side upper,F,F,F,F,F,T,F,F,F,F
Reminder to call jhaji on 26 September,F,F,T,F,F,F,F,F,F,F
👆,F,F,F,F,F,F,F,F,T,F
great news thank you for the update love to hear you for the massive one _date_ good night,F,F,F,F,F,F,F,T,F,F
can't ur apps retrieve,F,F,F,F,F,F,F,F,T,F
"		i would like to cancel my to-do: it's time for archna for tue, 14 march at 11:00 pm { reminder_list: 722030, user_id: 1985543, task_name: to_do, offset: 5, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
hdfc master card,F,F,F,F,F,T,T,F,F,F
my recharge was successful,F,F,F,F,F,F,T,F,F,F
is there any discount or coupon....???,T,F,F,F,F,T,T,F,F,F
nice creative,F,F,F,F,F,F,F,F,T,F
show me cheapest flights for 16th apr.{293732},F,F,F,F,F,T,F,F,F,F
i want to saw movie,F,F,F,T,F,F,F,F,F,F
motta siva ketta siva,F,F,F,T,F,F,F,F,F,F
ca n t stop praising kohli can you none great player he is,F,F,F,F,F,F,F,T,F,F
sonata watch shop,F,F,F,F,T,F,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 595490, user_id: 1950203, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
Hey i want to go to thathotthu junction,F,F,F,F,F,T,F,F,F,F
within how much time will it be delivered,T,F,F,F,F,F,F,F,F,F
ohh okay,F,F,F,F,F,F,F,F,T,F
new delji,F,F,F,F,F,T,F,F,F,F
also let me know any coupons available?,T,T,F,T,F,T,T,F,F,F
which cabs do u book?,F,F,F,F,F,T,F,F,F,F
I want to buy og hear phones of Samsung,F,F,F,F,F,F,F,F,F,T
okay you guys are playing well,F,F,F,F,F,F,F,T,F,F
can u give me some links for content writing?,F,F,F,F,T,F,F,F,F,F
morning 9:40,F,F,T,T,F,T,F,F,F,F
i need help regarding traveling from mumbai to lavasa,F,F,F,F,F,T,F,F,F,F
do you have their contact numbers,T,F,F,F,T,F,F,F,F,F
can you book one for me?,F,F,F,T,F,T,F,F,F,F
pl send ticket,F,F,F,F,F,T,F,F,F,F
best restaurants,T,F,F,F,F,F,F,F,F,F
why you always sends old points table,F,F,F,F,F,F,F,T,F,F
hey who is playing _date_,F,F,F,F,F,F,F,T,F,F
kon _numeral_ out,F,F,F,F,F,F,F,T,F,F
Where is the nearest allahabad bank atm,F,F,F,F,T,F,F,F,F,F
çañcel it,T,F,F,F,F,F,F,F,F,F
"how to send,the,wallet amount to bank?",T,T,F,T,F,T,T,F,T,F
"		i would like to cancel my `wish dhilip kumar happy birthday!` reminder for wed, 29 march at 12:00 am { reminder_list: 703177, user_id: 1981486, task_name: birthday, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
Hey stop calling me in the morning at 7:45 from now,F,F,T,F,F,F,F,F,F,F
do you have promocode,T,T,F,T,F,T,T,F,F,F
please find availability between surat and jawai bandh in 3 ac coach,F,F,F,F,F,T,F,F,F,F
"hi, i want to go out and dine. can you recommend some good restaurants?{task}",F,F,F,F,T,F,F,F,F,F
I want to reach mandya today,F,F,F,F,F,T,F,F,F,F
update time to time please,F,F,F,F,F,F,F,T,F,F
i love you.,F,F,F,F,F,F,F,F,F,T
"ok, if that is the case i may have to pay nearly 900 rupees right",F,F,F,F,F,T,F,F,F,F
how far is filmcity gate no. 7 from goregaav local railway station,F,F,F,F,T,F,F,F,F,F
please fast,F,F,F,F,F,F,F,F,T,F
remind me to tell apurva to buy macbook for me,F,F,T,F,F,F,F,F,F,F
corona arcade,T,F,F,F,T,T,F,F,F,F
",",F,F,F,F,F,F,F,F,T,F
set a alrm,F,F,T,F,F,F,F,F,F,F
Canara bank,F,F,F,F,T,F,F,F,F,F
Forget that reminder,F,F,T,F,F,F,F,F,F,F
hey priyanka,F,F,F,F,F,F,F,F,T,F
can i use this offer tom..?,T,T,F,T,F,T,T,F,F,F
Remind me to go for vaccination for tiger at 8.30 am on Saturday 1st october,F,F,T,F,F,F,F,F,F,F
sir mujhe govind nagar kanpur ke telephone point ka number btaiye,F,F,F,F,F,F,F,F,F,F
change in departure date,F,F,F,F,F,T,F,F,F,F
coupon code for ola,F,F,F,F,F,T,F,F,F,F
Volvo pls,F,F,F,F,F,T,F,F,F,F
please update me with scores,F,F,F,F,F,F,F,T,F,F
how will win ipl,F,F,F,F,F,F,F,T,F,F
flight list?,F,F,F,F,F,T,F,F,F,F
according to ola's policy...if i book a ride i get an otp which i have to tell to the driver,F,F,F,F,F,T,F,F,F,F
hey.,F,F,F,F,F,F,F,F,T,F
hey pooja how are you?,F,F,F,F,F,F,F,F,T,F
yes unmarried,F,F,F,F,F,T,F,F,F,F
please send the link again,T,F,F,T,T,T,T,F,F,F
just s outline,F,F,F,F,F,F,F,F,T,F
"Hi Sudpatidar, I have an exclusive offer in partnership with The Moja Club. Buy 2 and Get 1 free pair of socks exclusively on Haptik! It's time to get trendy now.",F,F,F,F,F,F,F,F,F,T
and who won the toss,F,F,F,F,F,F,F,T,F,F
i have to make payment of my bill through wallet balance,F,F,F,F,F,F,T,F,F,F
on 6th march,T,T,T,T,F,T,F,F,F,F
hyd to mub,F,F,F,F,F,T,F,F,F,F
can you say something about ola or uber,F,F,F,F,F,T,F,F,F,F
"Hi, Id like to set a reminder for Ramadan.",F,F,T,F,F,F,F,F,F,F
:(,F,F,F,F,F,F,F,F,T,F
nishant if i want to pay it from my mother's account how do i do that,F,F,F,F,F,T,T,F,F,F
anything else on recharge?,F,F,F,F,F,F,T,F,F,F
who win the math,F,F,F,F,F,F,F,T,F,F
tq meenakshi,F,F,F,F,F,F,F,F,T,F
Vodafone to vodafone free calls ka koi recharge hota he ?,F,F,F,F,F,F,T,F,F,F
tommarows match schedule,F,F,F,F,F,F,F,T,F,F
I want Atm for Kotak mahindra bank only,F,F,F,F,T,F,F,F,F,F
How to check idea night net balance,F,F,F,F,F,F,T,F,F,F
sureee,F,F,F,F,F,F,F,F,T,F
remind me to complete my mto assignment tomorrow,F,F,T,F,F,F,F,F,F,F
ping me only during rps match,F,F,F,F,F,F,F,T,F,F
refund,F,F,F,F,F,F,T,F,F,F
i would like to know the plan,F,F,F,F,F,F,T,F,F,F
which is better america or spain?,F,F,F,F,F,T,F,F,F,F
Call me up after 10 minutes,F,F,T,F,F,F,F,F,F,F
cn u help me with that,F,F,F,F,F,F,F,F,T,F
I want to buy a laptop bag,F,F,F,F,F,F,F,F,F,T
Not remind me for medicine,F,F,T,F,F,F,F,F,F,F
and i need to set call remainder thank you,F,F,T,F,F,F,F,F,F,F
by how much did india beat australia,F,F,F,F,F,F,F,T,F,F
u nly book 2 tickets.. n send link fr payment directly,F,F,F,T,F,T,F,F,F,F
want to go to,T,F,F,T,F,T,F,F,F,F
akola,T,F,F,T,F,T,F,F,F,F
public access swimming pools,F,F,F,F,T,F,F,F,F,F
gud mrg,F,F,F,F,F,F,F,F,T,F
Please discontinue the water reminder,F,F,T,F,F,F,F,F,F,F
edappaly,F,F,F,F,T,T,F,F,F,F
how to close app,F,F,F,F,F,F,F,F,T,F
winner movie theater plz,F,F,F,T,F,F,F,F,F,F
Nearby jewellery shop,F,F,F,F,T,F,F,F,F,F
sorry i forgot..,F,F,F,F,F,F,F,F,T,F
thanks you,F,F,F,F,F,F,F,F,T,F
no plan,F,F,F,F,F,T,F,F,F,F
show me flights for 10th mar.{278308},F,F,F,F,F,T,F,F,F,F
for these _numeral_ overs,F,F,F,F,F,F,F,T,F,F
goa to bengaluru flight today in d evng,F,F,F,F,F,T,F,F,F,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 714900, user_id: 1824095, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
kya tum khushboo ho,F,F,F,F,F,F,F,F,T,F
"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 708169, user_id: 1982809, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
Birthday cacke,F,F,T,F,F,F,F,F,F,F
remind me for dinner at teejs at 8pm today,F,F,T,F,F,F,F,F,F,F
"Want a gift for my girlfriend ,budget 1000",F,F,F,F,F,F,F,F,F,T
Plan a trip to girl forest and ran of kutchh for 3 days during Diwali.,F,F,F,F,F,T,F,F,F,F
sed me availability of seats,F,F,F,F,F,T,F,F,F,F
what are this weekend movies,F,F,F,T,F,F,F,F,F,F
i need to plan my gujarat trip,F,F,F,F,F,T,F,F,F,F
Not yet rec'd pizza,T,F,F,F,F,F,F,F,F,F
"		i would like to cancel my wake up call for sun, 05 march at 08:55 pm { reminder_list: 726055, user_id: 1980622, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
Samgmeshwer to Goa how much km,F,F,F,F,F,T,F,F,F,F
Want sports T-shirt,F,F,F,F,F,F,F,F,F,T
tasks,F,F,T,F,F,F,F,F,F,F
Non AC bus,F,F,F,F,F,T,F,F,F,F
for dth 50 cash back is there,F,F,F,F,F,F,T,F,F,F
one mobile number has to trace out.. is it possible?,F,F,F,F,F,F,F,F,F,T
dont book just guve information,F,F,F,T,F,T,F,F,F,F
monday is holiday,F,F,F,F,F,F,F,F,T,F
dear yes,F,F,F,F,F,F,F,F,T,F
Any HP service center near by me,F,T,F,F,F,F,F,F,F,F
do u know hinglish,F,F,F,F,F,F,F,F,T,F
aarav tell the point table,F,F,F,F,F,F,F,T,F,F
Can u say the upcoming movies in tamil,F,F,F,T,F,F,F,F,F,F
"actually i have a huge luggage. i need transportation facility. from bidadi, bangalore to vijayawada.",F,T,F,F,F,F,F,F,F,F
tamil movie,F,F,F,T,F,F,F,F,F,F
please stop this notification,F,F,T,F,F,F,F,F,F,F
anjali,F,F,F,F,F,F,F,F,T,F
can u check d seat availability in mewar express for 10th march,F,F,F,F,F,T,F,F,F,F
availability of train no. 17057 on date 21/09 all class,F,F,F,F,F,T,F,F,F,F
bhai sitare gardish me he,F,F,F,F,F,F,F,F,F,F
Hmare area me ola ka cab avileble hai,F,F,F,F,F,T,F,F,F,F
cancel my reminder alarm,F,F,T,F,F,F,F,F,F,F
is there any offers on logan for tonight show,F,F,F,T,F,F,F,F,F,F
Drink service centre Kolkata phone number?,F,T,F,F,F,F,F,F,F,F
"Can you find me tomorow's bus timings of bus no AS 388 which departure from Poisar depot (Kandivali), TO Ghatkoper depot",F,F,F,F,F,T,F,F,F,F
delhi playing squad,F,F,F,F,F,F,F,T,F,F
Is the shirt medium in size,F,F,F,F,F,F,F,F,F,T
I wanted to know cancellation charges of train tickets,F,F,F,F,F,T,F,F,F,F
to pay someone tomorroq,F,F,T,F,F,F,F,F,F,F
remind me to drink water,F,F,T,F,F,F,F,F,F,F
check a place near by hopes college,F,F,F,F,T,F,F,F,F,F
mutton,F,F,F,F,F,F,T,F,F,F
Theater name and movie,F,F,F,T,F,F,F,F,F,F
This is a call to remind me to book my bus tickets,F,F,T,F,F,F,F,F,F,F
in panvel area?,T,F,F,F,F,T,F,F,F,F
Show me bus available,F,F,F,F,F,T,F,F,F,F
hey remind me to call shreyas at 11:45 am today,F,F,T,F,F,F,F,F,F,F
for another one,F,F,F,F,F,F,F,F,T,F
thanks... but don't want to wake up early on a sunday morning.. :-p,F,F,T,F,F,F,F,F,F,F
