pid,sentence1,sentence2,label
37478,Muje cash back nahi mila,Muje cash back nahi mila,0
37481,check availability,check availability by zone,0
37491,Train ticket booking,i want to book train ticket,1
37493,auto connect plan,what is auto connect,0
37496,know more about term insurance,Hi! Please help me with Term Insurance Plans. .,0
37499,Is there is no coupon code for this flight,How can I use coupon code in trains,0
37500,want mumbai to bangalore flights,mumbai to pune,1
37501,want to buy Flight Tickets,looking Flight Tickets,0
37502,I want offers on uber booking.,like to buy uber,0
37505,find nearest,I want nearby theatre,0
37514,dental implant details,dentures and dental implants,0
37517,booking train tickets,train tickets booked,1
37519,any cashback on flight booking,Is there student concession flights,0
37522,Cash bonus is locked,Cash Bonus Not recieved,0
37523,I did not get my,Not get cashback,1
37524,Not received cashback,Didn't receive Refund,0
37530,modification To-Do List,Please show me my to-do list of pending tasks,0
37538,"Hey, can you set a reminder for me to walk?  .",schedule a reminder,0
37542,Please help me with flight booking,want to buy Flight Tickets,0
37543,Alarm for Leakage detection,action taken when leakage detected,0
37546,cancel my alerts,stop alert flight,1
37547,schedule a reminder appointment,set a reminder,0
37550,View new channels,New updates on new channels,0
37551,eligibility criteria for criti care,Criti care,0
37553,Can you send me your picture,Send your Number...,0
37555,What you think who will win today,Who won the ipl match today,0
37558,Unable to receive pin,Have received pin now,0
37560,email ID,forgot email id aswell,0
37563,Today any ipl match,Yesterday ipl match,0
37569,reminder drink water,make a reminder drink water,1
37571,I have to change the bank from,The amount has been deducted from my bank account,0
37572,set reminder jog,prepare a reminder exercise,1
37582,Some awesome cashback offers on trains,Give me best offers on trains,1
37583,Is there any coupons I can apply here,Any Coupons available on train,0
37589,maintenance charge,receipts for payment made towards common area maintenance charges.,0
37591,do you also book train tickets?,train tickets,1
37597,Hope report will get ready,I want to get my report online,0
37603,Do you work offline?,Does rembo work offline,1
37605,I would like to buy my dream bike,I want to buy,0
37610,This is the correct order ID,I gave the correct ID.,0
37615,I want to check PNR status of my train ticket Can you help me,Check flight pnr status,0
37616,Need invoice of my air tickets,NEED INVOICE OF MY REPORT,0
37617,I would like to take my money back,Where is my cash back,0
37621,i need bill,Even they didn't give me the billing hard copy,0
37622,Any Coupons available on train booking.,Check availability in train,0
37627,"Hey, can you give me some motivation? .",Send me motivational quote,1
37630,Sorry i am able to see cheep fares on other website,getting same fare on other sites,0
37631,not getting proper assistance,what is the reason for my EMI not getting deducted,0
37637,Collection center kichha udham singh nagar,sir i want collection center,0
37639,I want offers on cab booking.,I want offers on uber.,1
37640,This order number is true,That was the correct order number,1
37645,I would like to cancel my Quiz reminder,stop quiz reminder,1
37653,Whats my Zodiac sign?,i dont know my zodiac sign,0
37659,I need help with planning,Good Morning [user.name]. I can help you plan your week ahead. Let's set up a To-Do list for you,0
37660,I still can't find my ID,Please don't,0
37662,i have a free coupon code,i have a free coupon,1
37663,citizen login not working,login not working,1
37666,mobile,Mobil App,0
37670,when level up calculation happens,rewards for level up,0
37671,prizes,see prize,0
37675,Please help me with booking flight tickets,looking for Flight Tickets,0
37677,south bihar power distribution company,South bihar power,1
37684,What features does Total Secure plan has,May I please know the Premium for Total Secure,0
37695,buy foreign exchange in advance,buy foreign currency documents,0
37698,any discount on flight booking,I want to book a flight,0
37699,Cashback not yet received,Still not receive on my mail,0
37702,total secur,I want to know the key features of Total Secure,0
37704,Can we get external trainers to conduct workshops at evolve?,external trainers to conduct workshop,1
37710,what document required to update Nominee,Update Nominee details for CDSL Demat,0
37718,like to buy Flight Tickets,I want to book bus tickets,0
37720,It was troublesome to change my booking,Changing my booking details was difficult,0
37724,want Flight Tickets,I want flight rate,1
37726,key features of mylife,what are the important features of mylife,1
37733,Show another quote,More quote,1
37743,looking for Flight Tickets,I want to book flight tickets for Christmas,0
37744,provide me Flight Tickets,looking to Flight Tickets,0
37746,Join the tour seperately,join a tour midway or are part tours possible,0
37749,I did not get cashback,did not get cash back,0
37756,I want rate cutter plan,help me with rate cutter plan,1
37757,I want to know fare for full month,may i know the rate of the test,0
37758,I need for 8 persons,I need 2 tickets,0
37760,I would like to book a flight ticket,Hi! I want to book a bus ticket.   .,0
37761,Not receiving OTP,Cashback not received,0
37764,no wake up alram reminder,wake up,0
37768,Please tell me jokes daily,don't tell jokes anymore,0
37769,I just wanted to ask u about any cinema hall,Cinema hall,0
37770,When it will be available,Can you confirm when will it be available,1
37772,I want to logout of wifi,i want to logout,1
37780,We can play quiz,I want to play the quiz,1
37783,my number doesnt have intl roaming?,no number,0
37785,How much convenience,How much is convenience charge,1
37786,unable to login,I want to login,1
37787,how much is the premium for Total Secure,Need your help to know the Premium for Total Secure,1
37789,Send me motivational quote,Modify this  motivational quote reminder,0
37793,Need to know the features of Total Secure plan,Need your help to know the Premium for Total Secure,0
37795,On Paytm,getting cheap on paytm,0
37796,remove reminders,I want to remove reminder,1
37797,Please advise report status,whats my report status,0
37798,Turn off wake up call,wake up call,0
37799,tell me what is the max loan tenure,Can you tell me what does EMI means,0
37800,delete all reminders,show all reminders,0
37813,I need flight,need flights from mumbai to pune,0
37814,dont know vle password,I don't know my registered id,0
37820,nearest mall,Mall,0
37821,I want to book a flight,wana book a flight,0
37829,can cash back be used in,did not get cash back,0
37838,book flight tickets,download flight ticket,0
37843,tell me about upcoming workshops and events,upcoming workshops and events,1
37844,want to know about Pricing Policy for Auto LPG,Locate auto LPG,0
37851,charge of test,I wanted to understand the cost for test,0
37854,I would like to cancel my Quiz subscription,I want to cancel my subscriptions,0
37857,Price is very high,Too high,0
37859,Where is my gk prize?,see gk prizes,0
37860,modification Custom Reminder,I would like to change my  custom reminder,0
37861,Send your pic,I want your number plz,0
37867,reminder for walk,schedule a reminder walk,1
37873,Visa,need visa details,0
37878,Cash Bonus Not received,Cash bonus not showing,1
37879,Help me flight booking,to buy Flight Tickets,0
37880,horoscope for,daily horoscope,0
37882,cash back nahi aaya,Cash back is not come in my wallet,0
37887,nearby movie theatre,Movie theatre,1
37890,how much is the charge for the test,Liver function test charge,0
37892,Modify this meeting reminder,set another reminder meet someone,0
37901,Can we do broadband bill payment,Bsnl broadband bill payment,1
37906,Give me information about Survival Benefits,survival benefit of saral nivesh,0
37907,show me points table,points table,1
37912,What features does Total Secure plan has,Total Secure plus,0
37913,Planning to go for trip to goa,i want ticket from mumbai to pune,0
37924,order food,i want to order food,1
37928,Send me the ticket on my mail,already sent the ticket,0
37931,click for service call,Service Call Status,0
37932,Whats the charge for the test,I wanted to know the HCV RNA blood test fee,0
37943,"Hyundai,Sedan,Wheels and Tyres,Tyre Change,Doorstep","Hyundai,Sedan,Wheels and Tyres,Tyre Rotation,Doorstep",1
37945,how can i talk to call center,Want to talk to human,0
37946,Extra car parking,Dimension of tandem car park,0
37947,hair colouring,colouring,0
37950,prepare a reminder anniversary,set a reminder anniversary,1
37955,I want to book ticket,I want to book flight tickets for ID-E-MILAD,0
37957,All reminder cancel,remove my reminder,1
37963,How long you take to give a new connection,new connection,0
37970,still not got amazon cashback,I havent get cashback,0
37971,sores in the mouth,Mouth sores care at home,0
37974,want reminder for drink water,want reminder for exercise,0
37995,link my aadhar to demat?,Do I need to have a demat?,0
37996,Got my OTP,not getting otp,1
37999,schedule a reminder birthday,schedule a reminder exercise,0
38000,Something is wrong with your app,Where can I get your app?,0
38003,transfer to bank account,Is there any online option to link bank to trading account?,0
38010,"Hey, can you set a reminder for me to call someone?  .","Hey, can you remind me to call someone?   .",1
38012,Now flight not required you can help me only train,"Hello, can you help me find a repair person?",0
38013,reminder medicine,want reminder for medicine,1
38014,what is lab ID?,Check for another lab ID,0
38016,I would like cancel daily horoscope,"hey, can you give me daily horoscope updates .",0
38021,modify items in my cart,show me cart items,0
38029,show yesterdays cricket leaderboard,Yesterday cricket Leaderboard,1
38030,want reminder for jog,prepare a reminder jog,1
38036,i want to buy additional wifi,how to purchase,0
38039,My cash back is not credited,Cashback not credited,1
38040,reminder to call modification,"Hey, can you remind me to call someone?   . .",0
38049,show another word,Show more,0
38055,reminder for medicine,prepare a reminder medicine,1
38057,show your picture,can u give me ur number,0
38061,modification Reminder to Call,call to remind exercise,0
38065,Bombay,dd __city__,0
38066,Your Prices too high,Too high,0
38074,"Hey, can you remind me to call someone?   .",I need a reminder for calling someone,1
38075,I want pay my landline bill,How can I pay my landline bill?,1
38078,Need jokes everyday,Tell me jokes everyday,1
38085,Mutual Funds,Are mutual funds risky?,0
38095,Do you support Bot  integration,I want support bot,0
38099,show me available resorts,Check available resorts,0
38102,I want to book flight tickets for Guru Nank Jayanti,Want to book my seat,0
38106,OTP is not working please resend,password is not working please resend,1
38107,Cashback not received against flight booking,Cashback not yet received,0
38115,Plz share any contact number for business related queries.,Job related queries,0
38116,I need a reminder to drink water,Remind me to drink water,1
38119,not able to reset password,Not Able to login,0
38132,Will you send the tickets via mail,i want ticket from mumbai to pune,0
38133,suggest me Flight Tickets,I wanna look for flights,0
38135,Dont send,Not looking to book anything,0
38137,any cashback,any discount on lunch?,0
38144,about GCAP,Help me about GCAP,1
38151,medicine,Medicine Reminder Modification,0
38154,remind me drink water,call to remind drink water,1
38166,I want to know about the flight offers,tell me about discount deal on flight booking,0
38175,Send me your pic,I want your number,0
38176,I find cheap at other sites,Too costly as compared to other sites,0
38178,available resorts,show me available resorts,0
38179,edit items in my cart,I want to see items in my cart,0
38186,cost of test,what is the test charges,1
38195,Yes ols proceed with offer code which you have,Is there any promo code which we can apply,0
38197,i want offer on flight tickets,find Flight Tickets,0
38198,you're funny,make me laugh,0
38202,call to remind walk,please remind me walk,1
38208,any cashback on flight booking,any deal,1
38209,Is the draft agreement RERA compliant?,agreement is Rera compliant,1
38211,any cashback,Any Offers on Movies,0
38218,Can I use bank offer with 100% cashback offer,use cashback on offers,0
38223,reminder to call modification,call to remind walk,0
38227,remind me my medicine,schedule a reminder medicine,1
38228,i want to update my number,Can core banking number be updated.,0
38229,Do you talk?,Can you talk in hindi,0
38236,I am looking to get my,I am looking to get some tests done,0
38239,check for trains from mumbai to delhi,Send me flight timings from Mumbai to Bangalore,0
38245,warranty complaint,Credentials for raising warranty complaint,0
38249,benefit,Wealth Plus Benefits,0
38258,I want to delete all old message,I would like to cancel my Daily motivational quote,0
38259,I need to book tickets,I want to book a flight,1
38266,Show timings for MTV,Updated schedule for the show time,0
38267,Please mail me the previously booked flight ticket,Cheap flight tickets,0
38269,i want to delete my account,how to delete the app,0
38272,Cancel flight booking,want to purchase Flight Tickets,0
38275,Check GK winners list,cricket winners list,0
38282,I dont know my taluka,dont know about the mantralaya department,0
38284,pin not sent,otp not sent,1
38291,app error,facing issues with app,1
38297,I want to pay the landline bill,"Hey, I want to pay my landline bill .",1
38306,I gave the right order ID,My order ID is right,0
38309,Do you have any other option to get the reports,Can i get my reports,0
38313,Cheap flight tickets,I want to book flight tickets for Diwali,0
38314,How to play?,Telangana players are allowed to play?,0
38318,Didnt receive One time password,Received my One time password,1
38322,Set an alarm for me to exercise someone,Set an alarm wake up,0
38325,Hotel LPG,Hotel LPG Cylinders,1
38326,How to create citizen account?,Create Citizen Account,1
38327,What are offers for mobile bill payment,mobile bill payment,0
38329,Any cashback there?,I recharged my mobile using phonepe and I cant find any cashback,0
38331,Cash back is not come in my wallet,Cash back not received Amazon pay,0
38333,Too high,price is high,0
38344,Modify this exercise reminder,prepare a reminder exercise,0
38348,I want discounts on uber booking.,want to purchase uber,0
38349,Help to to check the product list,I want to check Term Plan,0
38350,I want to link multiple bank accounts,Can i have multiple bank accounts linked with removing a bank account,0
38353,show reminders,want reminder for wake up,0
38356,What are the key features of WAAC,Tell me the key features of WAAC,1
38364,I would like to take my money back,Give me cash back,0
38372,auto connect plan,how does auto connect work,0
38373,my zodiac sign is,My sign is,0
38380,show me flights from mumbai to pune,Planning to go for trip to goa,0
38388,want to buy Flight Tickets,Please help me with booking flight tickets,0
38397,I forgot my LAB ID,Check for another lab ID,0
38399,I would like to book a flight ticket,I want to book flight,1
38404,can you set a reminder for me to call someone?,Set an alarm for me to call someone,1
38408,I need to book tickets,I want to book bus tickets for NH7 weekeender,0
38409,I need to know the charges first,I need to know the brokerage calculation.,0
38415,remind exercise,call to remind jog,1
38417,i need my invoices,I need invoice for my test,1
38423,is there any job in ur company,let me know about your company details and locations,0
38425,I want offers on uber.,I want discounts on uber tickets.,1
38427,Help me with some hotel safety tips,home safety tips,0
38431,hard to use,Website makes it hard to pay for ticket,0
38432,Cashback not yet received,My cashback not issued in my Amazon account,0
38433,Will you remind me to drink water?,I need a call to remind me to drink water,1
38437,"Hi, I am interested in Brilliant Kettle .","Hi, I am interested in Brilliant stainless steel Kettle .",0
38438,I want to book flight tickets.,I need to book bus ticket,0
38443,Share some ola coupons,Sharing,0
38446,show cricket ranking,Show me my ranking cricket,1
38447,It was troublesome to change my booking,Changing my booking was time consuming,0
38450,may i know s Prolactin test cost,cost of test,0
38463,Landline bill payment is available?,Bill payment,0
38466,"Hey, can you set a wake alarm for me? .",set a wakeup call,1
38470,Tell me about Term Plan,tell me about it,0
38474,suggest me nearby atm,find nearby,0
38481,account closing,"I have holdings in my Demat account, can I close my Demat account without transferring my shares?",0
38482,Where is the cash back,havent received cash back,0
38483,My Electricity Bill Payments provider is not listed with you,Telangana power provider is not available,0
38485,"Hello, Can you look for the closest bus stop?",help me with nearest bus stop,1
38487,Can you remind me to wish anniversary,"Hey, can you set a reminder for me to wish anniversary?  .",1
38488,touch with veena world,get in touch with veena world,1
38501,What is the payment method?,What are the payment terms?,0
38505,You are not learning from your mistakes,Then learn from your mistake,1
38508,Need to know the Survival Benefits of saral nivesh plan,Assist me with Survival Benefits of saral nivesh plan,1
38515,Getting error while getting connected,Still not getting connected.,0
38516,Tell me more!,Wow! Tell me more,1
38518,not able to add referral code,I want to use referral code,0
38519,Do you provide safety training to your customer?,i want to talk to your superior,0
38521,make a reminder drink water,make a reminder exercise,0
38523,No OTP received yet,OTP did not come,0
38524,I don't know my star sign,Don't know the answers,0
38525,Send my money back,I didn't get my cash back,0
38527,not receiving pin to connect,hw to connect,0
38534,beauty,beauty book,0
38544,How will I get my winnings into my bank account?,How will I get my wining price,0
38551,I want the Premium amount for Total Secure,Total Secure+,0
38553,train arrive at station,Please remind me about today's arrival of train,0
38555,I've already given the correct ID,I have checked it. The ID is correct,0
38557,tell me my nominee details,Can I update multiple Nominee detail?,0
38561,Check Cricket Score & Rank,Yesterday cricket Leaderboard,0
38562,"Hi, I want to go through my day-to-day tasks. Can you please help me?   .",go through my reminders,0
38563,I am getting flight with slight lower price on other platform,Sorry i am able to see cheep fares on other website,0
38565,Didnt receive cashback,Still not receive on my mail,0
38568,did not get One time password,how to get otp,1
38569,Tell me the key features of My Life,Tell me the key features of WAAC,0
38572,Ajmer vidhut vitran nigam limited,Jhodhpur Vidhut vitran Nigam limited,1
38573,I need a reminder to drink water,drink water modification,0
38575,recommend me Flight Tickets,I want to book flight tickets.,0
38581,I wish to share my acting profile,"I wish to work in your organisation, how can I apply",0
38584,More information on dental implants,dentures and dental implants,0
38587,Can I pay my landline bill via Haptik,I want to pay the landline bill,1
38588,There is no franchisee in my location,Share the nearby Franchisee location,0
38596,How long to find borrower,time taken to find a lender,0
38601,Can you give more information,More information on auto connect,0
38602,how much time will it take?,How much time,1
38603,benefits of inviting friends,Invite friends,0
38609,i want to download my test bills,how to download report,0
38613,I want refund,My refund,0
38615,cash back nahi aaya,did not get cash back,0
38617,I would like to cancel,I want to remove reminder,1
38618,Where is my gk prize?,see GK prize,0
38626,show me trains,show train schedule,1
38646,bad customer service,Customer service was rude,0
38650,Check Bollywood Score & Rank,Yesterday bollywood Leaderboard,0
38655,book gas connection,new gas connection,0
38661,U book hotel also,Even hotel booking,1
38665,Hey I would like to play the Haptik Play & Win Quiz .,remind me to play the haptik quiz,0
38666,33kg Cylinder,450 KG Maxima,0
38667,cricket Terms and Conditions,bollywood Terms and Conditions,0
38672,pin invalid,Have received Invalid pin,1
38677,How to spend cashback?,How to make payment,0
38680,Check GK Score & Rank,show gk leaderboard,0
38693,Some awesome cashback offers on flights.,Show me some offers on flights.,0
38697,show me your picture,I want ur number,0
38699,help me find florist nearby,help me find closest florist,1
38701,Check Bollywood Score & Rank,show the bollywood leaderboard,0
38702,More cashback offers,Any other discount,1
38706,I want to book a flight,like to purchase Flight Tickets,1
38713,I want to delete my reminder,cancel reminders,1
38718,corporate tour includes,customize corporate tours,0
38722,Send your pic,Can you send me your pic,1
38727,I forgot the Lab ID,I don't have lab ID,0
38728,upload bank account proof,I have alredy uploaded my BANK accounT details & it is under review,0
38730,modification Exercise Reminder,make a reminder exercise,0
38733,how to pay,how to log out,0
38736,I did not receive OTP,no otp received,1
38741,worked,Not working,0
38746,Your price is not good,Your price is high in comparison with makemytrip,0
38748,There is No Lab ID mention on the receipt,No this is my lab id,1
38754,I need flight,I want flight rate,1
38759,transfer from new account,Transfer from new bank account,1
38763,change my address,How can i change my address,1
38769,I want uber for 5th Nov at 9am,suggest me uber,0
38771,I want to book flight tickets for Diwali,I want to book ticket,0
38772,Age Can Orthodontic Treatment Begin?,Age for Orthodontic treatment,1
38773,I had a hard time paying for my ticket,Wouldn't let me pay for ticket,0
38776,recommend Flight Tickets,I want to book flight tickets Can you help me,0
38778,How much amt for 5 tickets,Per ticket 30 kgs,0
38780,my horoscope,daily horoscope,0
38783,But in other website it giving me 6133,I want rs 250,0
38786,Can single women get home loan,Can I get a home loan without selecting the property,0
38791,offer,Cashback is not received,0
38792,How will the federation function?,federation function,1
38793,schedule a reminder birthday,set reminder medicine,0
38800,In makemytrip,cheaper on Makemytrip,0
38803,I want to change my previous grievance,I want to check my previous grievance,0
38804,plans,term plan,0
38805,I want to delete all my reminders,view all reminders,0
38812,how to get cash bonus,How to get friends invite amount,0
38814,Stop all my reminders,show all my reminders,0
38816,This is the order ID you sent me,Can't find order ID.,0
38827,When will transaction success,Transaction successful,1
38834,Your price is high in comparison with goibibo,Your fares are not competitive,0
38835,want to purchase a better plan,how to purchase,0
38836,tell me about discount deal on flights,tell me about picture,0
38838,The order ID is right,I gave the right order ID,0
38839,I need to book a flight,I would like to book a flight ticket,1
38842,Coupon,sir I am cashback not receive,0
38845,How much does it costs for conversion from HSD/FO to LPG?,what will be the estimated conversion cost from HSD to LPG?,0
38846,got the One time password,did not get OTP,1
38857,Need your help in Login procedure,i need help with the login,0
38862,daily reminder to,daily reminder,1
38866,sorry i dont want send a joke daily,Don't send me again,0
38870,How do I order new supply?,Can I order for the new connection through phone or any digital platform ?,0
38871,Share the list of documents for LOI,List of Documents for LOI,1
38873,Why do I need to link Aadhaar?,Not able to link my Aadhaar,0
38876,I want my tickets emailed,want ticket from mumbai to pune,0
38879,need leakage fix,leakage fixing,1
38880,I'm going to uninstall your app,I hate your app,0
38883,I want to book a flight,want to buy Flight Tickets,1
38885,What about vistara flight charges,i want indigo flights,0
38892,Where can I use my cashback,How can I use coupon code in flights,0
38899,Fuck you,What the fuck,0
38903,Flight status,may i know the status of flight,1
38904,I want help from real humans and Not AI,I need a help from a real human,1
38906,Please refund my money,My refund,0
38907,any offers on bus tickets,Can u book bus tickets,0
38908,want to purchase Flight Tickets,need to book an pickup,0
38910,My order,track my order,0
38914,tell me about discount deal on flight booking,Some awesome cashback offers on trains,0
38915,i want discount on flight booking,I want to book flight,0
38923,any offer on flight booking,Show me some offers on flights.,0
38924,daily horoscope,Daily Horoscope Subscription,1
38926,Any offer,any deals on trains,0
38928,Can both the authorized tenant and owner use the facility?,Why can�t I get the evolve cards for both my tenants and myself (owner)?,0
38936,How many days it will take to process the loan,Loan process,0
38937,looking for Flight Tickets,I want flight status,0
38940,cash back not received,i didnt received my cashback yet??,0
38944,"Hey, can you find me the nearest place for car repair?  .","Hey, can you look for the nearest places with Free Wifi .",0
38945,Can I pay for Landline?,Can i pay landline bills?,1
38948,Cancel all of my reminders,view all reminders,0
38949,Took a long time to make changes to my booking,I needed to cancel my ticket and it took a long time,0
38950,I havent receive any password,did not receive SMS,0
38952,show cricket ranking,My rank in cricket?,1
38954,Do u have any offer for flight,any cashback,1
38955,deals,Not received cashback,0
38956,want draft agreement,raise my concerns on the the Agreement Draft,0
38958,my pin is not working,its not working,0
38962,I need to know the train status,I want to know train,1
38966,What are the services,what services do you provide.,1
38969,Any cashback on train tickets?,any deal,1
38970,How to avail prize bollywood,Any bollywood prize?,0
38975,i want discount on flight booking,any flight deals,0
38978,for full body check up what is the cost of the package,whats the charge for it,0
38984,Stocks to buy,want to buy fund,0
38988,train tickets booked,what about Rail tickets,1
38996,want reminder for exercise,I want to search for a reminder,0
39001,I am unable to find out the app,find app on playstore,0
39002,I want to book a flight,I want to book bus tickets for Diwali,0
39004,"Hey, can you set a reminder for me to jog?  . .",set a reminder,0
39007,Your price is high in comparison with paytm,Your price is not good,0
39010,I need a reminder for meeting,view my reminder,0
39011,calculate premium for gcap,Need your help to know the Premium for GCAP,1
39012,Plz list out flights options,show me flights from mumbai to pune,0
39016,i want offer on flight tickets,I want offers on train tickets,0
39019,Can I call and place the order for new supply?,Shall i order new connection digitally,0
39020,I want to see your picture,I want to see my subscriptions,0
39030,my signal is not strong,I dont have signal,0
39033,Looking for nearest pharmacy,"Hello, Can you look for the closest pharmacy?",1
39040,show me flights from mumbai to pune,I want flight rate,0
39041,What action can be taken in case the weight of gas is less than 12 kg,action taken when leakage detected,0
39044,want to book a test for tomorrow morning,want to buy a phone,0
39048,Tell me the premium amount for Total Secure,Total Secure+,0
39049,"grievance related to takula, which level of adminstration",Issues related to Railways,0
39050,My order ID is right,That was the correct order ID,0
39055,Do u have any offer for flight,any deals on trains,0
39056,I had booked the ticket and I wanted to know the terminal,I need to know the terminal,1
39059,Landline phone bill,Hi! I want to pay my phone bill .,0
39060,i want to book train tickets,I want to book train,1
39062,Forgot token number,check for token number,0
39064,Become a Auto LPG Franchisee,Please help me to locate lpg franchisee,0
39065,I havent get cashback,still not got amazon cashback,0
39067,what is the test price,what tests you have,0
39068,got the OTP,how to get otp,1
39069,where will cashback be used,Where is my cb,0
39071,These are very expensive,High price yaar,0
39074,Cash back not receive,Phone pe Cash back,0
39077,How will I get the bollywood prize,May I know the prize for bollywood,0
39082,remind to call,give me a call to drink water,0
39091,want to buy Flight Tickets,I want to get a flight booked,0
39092,set reminder drink water,set reminder,0
39093,schedule a reminder jog,exercise reminder,1
39100,How to check my report status,can I check for my report,1
39101,Cash back not receive,Did not receive cashback,0
39104,How to delete the app,I want to delete all my reminders,0
39108,Any cashback on uber?,any cashback,1
39111,remove alert pnr status,pnr status,0
39113,Remind me,cancel reminder,0
39117,how to view cash bonus,i want to view other teams,0
39121,cheapest flight guarantee,Guarantee,0
39122,I would like to take my money back,cash back not received,0
39125,Tell me the logo of app on playstore,find app on playstore,0
39133,Can you reserve railway tickets for me,train tickets booked,1
39134,documents I neet to get loan approved,Get a loan,0
39135,How to make payment for trains,Where to make payment for trains,1
39137,I didn't get my cash back,did not get cashback,0
39141,I want to book a flight,I want to book hotels,0
39146,Can you send me a copy of ticket,I need a copy of my old Bills,0
39149,prepare a reminder anniversary,prepare a reminder exercise,0
39150,Best Mumbai Electricity Bill Payment,Electric bill,0
39152,reports for contract notes,How do I open my Digital Contract Note?,0
39157,I need to book tickets,I want to book flight tickets Can you help me,0
39158,maharashtra state electricity board,pls enter electric board,0
39160,Need to buy pass,how to buy,0
39162,Give me your pic,Your pic pls,1
39169,update the fares frequently,Can you please update me with the amount of convenience fees,0
39171,"If the name of my company has changed, how do I update it?",How do I update my contact no.,0
39177,Landline bill payment is available?,Landline bill,1
39182,Which team will win the match today,Ipl matches today,0
39188,didnt get,Didnt get cashback,1
39191,How do I generate Trading password online?,trading password online,1
39192,"Hey, can you remind me to exercise?   .","Hey, can you set a reminder for me to exercise?  .",1
39193,charge convenience fee,Can you please update me with the amount of convenience fees,0
39196,Need to know the Survival Benefits,What will be the Survival Benefits of WAAC,0
39200,Can we pay landline bill,Is it possible to pay Landline bill using this app?,1
39204,broadband bills,pay my broadband bill,1
39206,Cash back not receive,Im not getting cash back,0
39208,Can I sell these vouchers?,What happens to unused voucher if I sell my house?,0
39222,Don't send me,I don't want to play,0
39227,want reminder for drink water,want reminder for jog,0
39229,What is Survival benefits?,Want to know Survival Benefits of my life plan,0
39235,any cash back,Cash back not received,0
39238,available train tickets from vizag to Mumbai,Can I get the fare rates of flights from Amritsar to Hyderabad for Dec 3,0
39239,not getting my password,I have not got bonus,0
39242,Change wake up call,Turn off wake up call,0
39249,I am getting a error message when I log in,Everytime I try to login I get an error message.,0
39252,Help me with the Key Features,can you share the key features with me?,0
39255,The internet connections is slow,Connection is slow,1
39257,What is the mode of payment in case of a refund?,different payment modes,0
39258,Process of addressing the warranty complaint,addressing warranty complaint,1
39259,I have to change the bank from,The amount is debited from my bank account but balance is not showing,0
39260,cash back,Cash back not recieved,0
39262,Should i keep my data on to receive calls,Unable to receive message,0
39270,That was the correct order ID,That was a valid order ID,0
39272,I would like to book a flight ticket,Help me with flight booking,0
39277,check a flight on 23 october,I want to check flight bookings,0
39281,When will i get cashback,Why no cashback got,0
39284,I want to jerk you,Go to hell,1
39287,deals,Cashback is not received,0
39288,I want to book bus tickets for Diwali,i want to know bus booking,0
39289,it said to collect from the lab,come home to collect sample,0
39293,Plz give your phone number,your phone number,1
39296,modification My To-Do List,show my todo reminder,0
39297,Is there any promo code which we can apply,Is there any coupons I can apply here,0
39301,Ride later,I want to ride later,1
39307,"I checked, the order ID given is correct",That order ID is correct,0
39311,Roles in new movies,More information about the new movie,0
39321,survival benefit,Assist me with Survival Benefits of GCAP,0
39330,I need 6 seats,I need at 2am,0
39331,want reminder for appointment,give reminder,0
39333,set a reminder appointment,set a reminder,0
39336,I need report on email,How can I view my report,0
39337,looking to Flight Tickets,looking for Flight Tickets,0
39338,Coupon,i didnt received my cashback yet??,0
39339,Can i enroll the nominee option in CDSL ?,how can i go ahead and enroll the nominee to minor person,0
39340,get application id no,change details on application id,0
39345,Use the cashback,Can I use this cashback with other offers,0
39346,Give me link of original app,app original?,0
39348,Explain me the key features of WAAC,Give me information of WAAC,1
39355,app is hanging,It hangs,0
39356,send reminder,want reminder for wake up,0
39357,I need to book tickets,I want to book flight tickets for NH7 weekeender,0
39364,I want bus tickets from,bus,0
39366,How to locate nearest outlet?,help me to locate auto lpg station,0
39373,How much time you will take for refund my money,Refund my money..,0
39375,but it already 24 hrs over,24 hrs are over,1
39376,may i know the price of the test,test price,1
39377,reminder medicine,set a reminder medicine,1
39378,provide me Flight Tickets,Send me flight timings from Mumbai to Bangalore,0
39387,Give me best offers on flights,I want discounts on flights,0
39388,I wanna know about Survival Benefits,What will be the Survival Benefits of WAAC,0
39389,looking Flight Tickets,I wanna look for flights,0
39390,Can you list services you have,AC service required,0
39391,Can I buy stove from a shop?,Is it compulsory to buy stove and other accessories from distributor while availing new LPG connection?,0
39394,what are discounts available on flight booking,any offers currently available on flight booking,0
39395,any offers currently available on flight booking,Are there any discount or cashback offers,0
39398,plumbing,Book Service: Plumbing,0
39399,offers,Cashback is not received,0
39404,i would like to book a beauty service,book beauty,1
39405,I want to book round trip,I want to book flight tickets for Christmas,0
39407,want reminder for drink water,I would like to view my reminder,0
39408,Can we change the clauses in the agreement?,I am not in agreement with the clause,0
39409,verify to list loan,PaisaDukan verify to list loan,1
39411,I want to get a flight booked,Please book a flight,0
39413,Can you give me more information about the nomination?,Can you give more information on dematerialization?,0
39417,goibibo fares are cheaper,cheapest fare challenge,0
39419,Get series updates,Stop Series Updates,0
39422,I want to book an appointment,want to buy a phone,0
39425,Benefits of NAV,NAV,0
39427,postpaid payment failed,Money deducted yet payment failed from haptik,0
39430,I want to do a webcheck in,"Hi, I want to do web-check in for my flight. .",1
39436,Care for dry mouth,Dry mouth issues,0
